tx_id,tx_type,strategy,selected_strategy,payload_bytes,cross_border,network_latency_ms,packet_loss_pct,bandwidth_mbps,threat_level,load_factor,crypto_key_exchange_ms,crypto_signature_ms,crypto_verify_ms,crypto_latency_ms,blockchain_endorsement_ms,blockchain_commit_ms,blockchain_latency_ms,routing_latency_ms,queue_ms,ml_gain_ms,jitter_ms,end_to_end_latency_ms,security_score
703,Transfer,adaptive,ml_optimized,243,True,177.871,1.095,39.027,0.342,0.538,0.425,1.454,0.282,2.161,1.353,4.136,5.489,193.443,1.035,-0.554,3.620,205.194,84.35
704,Transfer,adaptive,static_hybrid,319,False,2.427,0.101,782.908,0.194,0.436,0.435,1.644,0.321,2.399,1.550,2.505,4.055,1.548,1.030,0.000,0.144,9.175,83.03
705,Transfer,adaptive,static_hybrid,245,False,4.361,0.063,837.306,0.339,0.514,0.435,1.676,0.324,2.435,1.379,2.378,3.757,1.978,1.103,0.000,0.147,9.420,82.31
706,SettleCrossBorder,adaptive,ml_optimized,372,True,259.670,0.970,20.098,0.637,0.516,0.519,1.511,0.281,2.311,1.671,4.446,6.118,275.674,1.016,-0.603,5.114,289.631,83.19
707,Transfer,adaptive,ml_optimized,317,True,205.316,1.153,47.457,0.405,0.511,0.425,1.466,0.281,2.172,1.533,4.222,5.755,221.236,1.013,-0.570,4.125,233.731,83.89
708,Transfer,adaptive,static_hybrid,171,False,2.635,0.017,886.836,0.111,0.441,0.435,1.625,0.321,2.381,1.180,2.251,3.432,1.483,1.034,0.000,0.131,8.461,83.45
709,IssueCBDC,adaptive,static_hybrid,341,False,3.168,0.000,615.936,0.385,0.543,0.564,1.686,0.326,2.576,1.624,2.540,4.164,1.592,1.130,0.000,0.150,9.612,82.08
710,IssueCBDC,adaptive,static_hybrid,160,False,5.550,0.083,773.109,0.398,0.503,0.560,1.689,0.324,2.572,1.164,2.235,3.399,2.304,1.093,0.000,0.149,9.517,82.01
711,Transfer,adaptive,static_hybrid,246,False,2.535,0.086,711.764,0.457,0.501,0.435,1.702,0.324,2.461,1.379,2.381,3.760,1.554,1.091,0.000,0.140,9.005,81.71
712,Transfer,adaptive,ml_optimized,110,True,287.642,1.470,27.317,0.473,0.529,0.425,1.480,0.282,2.186,1.019,4.048,5.066,305.561,1.028,-0.530,5.631,318.942,82.76
713,IssueCBDC,adaptive,static_hybrid,356,False,3.830,0.112,801.503,0.270,0.516,0.561,1.660,0.325,2.546,1.657,2.569,4.225,1.914,1.105,0.000,0.156,9.947,82.65
714,SettleCrossBorder,adaptive,ml_optimized,349,True,186.831,0.901,37.358,0.637,0.538,0.519,1.511,0.282,2.312,1.618,4.291,5.909,201.237,1.036,-0.591,3.770,213.673,83.36
715,SettleCrossBorder,adaptive,ml_optimized,277,True,226.703,0.500,34.426,0.365,0.460,0.519,1.459,0.279,2.257,1.424,4.114,5.538,238.703,0.968,-0.561,4.437,251.342,85.73
716,Transfer,adaptive,ml_optimized,232,True,100.000,1.822,40.918,0.740,0.486,0.425,1.531,0.280,2.236,1.316,4.237,5.553,119.934,0.990,-0.562,2.299,130.450,80.54
717,IssueCBDC,adaptive,static_hybrid,324,False,5.097,0.000,892.651,0.160,0.468,0.555,1.636,0.322,2.514,1.568,2.511,4.079,2.074,1.060,0.000,0.156,9.882,83.20
718,Transfer,adaptive,ml_optimized,266,True,191.456,1.210,55.212,0.558,0.536,0.425,1.496,0.282,2.203,1.410,4.099,5.509,207.714,1.034,-0.558,3.878,219.779,82.99
719,Transfer,adaptive,static_hybrid,275,False,2.876,0.101,881.672,0.491,0.580,0.435,1.709,0.328,2.472,1.466,2.431,3.896,1.660,1.165,0.000,0.145,9.338,81.54
720,SettleCrossBorder,adaptive,ml_optimized,361,True,220.506,1.155,20.057,0.446,0.506,0.519,1.474,0.281,2.275,1.642,4.461,6.103,237.629,1.008,-0.599,4.428,250.845,83.68
721,Transfer,adaptive,static_hybrid,253,False,5.289,0.122,816.878,0.308,0.557,0.435,1.669,0.327,2.431,1.406,2.394,3.800,2.293,1.144,0.000,0.153,9.821,82.46
722,Transfer,adaptive,static_hybrid,225,False,3.292,0.130,949.619,0.432,0.467,0.435,1.696,0.322,2.454,1.320,2.346,3.667,1.805,1.059,0.000,0.143,9.126,81.84
723,SettleCrossBorder,adaptive,ml_optimized,427,True,171.451,1.253,50.941,0.726,0.565,0.519,1.528,0.284,2.331,1.818,4.406,6.223,187.969,1.059,-0.613,3.537,200.507,82.04
724,Transfer,adaptive,ml_optimized,259,True,203.882,1.150,59.941,0.791,0.473,0.425,1.540,0.280,2.245,1.381,4.048,5.429,219.784,0.979,-0.554,4.094,231.977,81.97
725,IssueCBDC,adaptive,static_hybrid,219,False,4.093,0.007,686.794,0.457,0.549,0.565,1.702,0.326,2.593,1.320,2.332,3.652,1.833,1.136,0.000,0.145,9.360,81.72
726,Transfer,adaptive,ml_optimized,219,True,144.478,1.493,30.527,0.304,0.494,0.425,1.447,0.281,2.152,1.285,4.218,5.503,162.435,0.998,-0.552,3.062,173.597,83.55
727,Transfer,adaptive,static_hybrid,240,False,3.633,0.028,891.860,0.449,0.587,0.435,1.700,0.328,2.463,1.379,2.369,3.748,1.748,1.172,0.000,0.143,9.274,81.76
728,SettleCrossBorder,adaptive,ml_optimized,483,True,175.377,1.268,43.428,0.670,0.475,0.519,1.517,0.280,2.316,1.941,4.549,6.490,191.988,0.981,-0.624,3.614,204.766,82.28
729,SettleCrossBorder,adaptive,ml_optimized,341,True,195.798,1.294,24.297,0.314,0.577,0.519,1.449,0.284,2.252,1.605,4.427,6.032,213.118,1.070,-0.596,3.985,225.862,83.99
730,Transfer,adaptive,ml_optimized,267,True,210.957,0.500,53.679,0.613,0.513,0.425,1.506,0.281,2.212,1.408,3.982,5.390,222.957,1.014,-0.551,4.150,235.172,84.48
731,IssueCBDC,adaptive,static_hybrid,413,False,3.669,0.059,791.800,0.503,0.610,0.572,1.712,0.329,2.613,1.816,2.664,4.480,1.800,1.194,0.000,0.160,10.247,81.49
732,Transfer,adaptive,static_hybrid,205,False,3.056,0.036,758.037,0.457,0.565,0.435,1.702,0.327,2.464,1.288,2.310,3.597,1.614,1.151,0.000,0.138,8.964,81.71
733,Transfer,adaptive,static_hybrid,209,False,4.015,0.125,655.979,0.456,0.590,0.435,1.701,0.328,2.465,1.302,2.319,3.621,1.978,1.175,0.000,0.145,9.384,81.72
734,IssueCBDC,adaptive,static_hybrid,329,False,6.130,0.120,720.998,0.394,0.546,0.565,1.688,0.326,2.579,1.594,2.523,4.117,2.500,1.133,0.000,0.166,10.495,82.03
735,Transfer,adaptive,ml_optimized,96,True,152.777,1.103,10.000,0.712,0.492,0.425,1.525,0.280,2.230,0.977,4.062,5.039,171.098,0.996,-0.531,3.211,182.043,82.48
736,IssueCBDC,adaptive,static_hybrid,205,False,3.860,0.054,782.528,0.337,0.584,0.569,1.675,0.328,2.572,1.291,2.310,3.601,1.841,1.169,0.000,0.144,9.328,82.32
737,SettleCrossBorder,adaptive,ml_optimized,448,True,124.472,1.911,30.184,0.320,0.497,0.519,1.450,0.281,2.250,1.858,4.684,6.542,144.939,1.000,-0.623,2.767,156.876,82.42
738,Transfer,adaptive,static_hybrid,211,False,3.583,0.134,867.011,0.547,0.609,0.435,1.722,0.329,2.486,1.311,2.323,3.634,1.884,1.193,0.000,0.144,9.340,81.26
739,Transfer,adaptive,static_hybrid,169,False,3.439,0.082,709.077,0.383,0.613,0.435,1.685,0.329,2.450,1.206,2.250,3.456,1.774,1.196,0.000,0.138,9.015,82.09
740,SettleCrossBorder,adaptive,ml_optimized,381,True,129.063,1.211,20.986,0.525,0.547,0.519,1.489,0.283,2.291,1.699,4.500,6.199,146.383,1.044,-0.607,2.788,158.097,83.15
741,SettleCrossBorder,adaptive,ml_optimized,455,True,163.260,1.819,35.543,0.570,0.626,0.519,1.498,0.286,2.303,1.899,4.648,6.546,183.172,1.112,-0.633,3.456,195.957,81.40
742,SettleCrossBorder,adaptive,ml_optimized,327,True,194.268,0.500,63.784,0.654,0.568,0.519,1.514,0.284,2.317,1.568,4.023,5.591,206.268,1.062,-0.574,3.855,218.519,84.28
743,IssueCBDC,adaptive,static_hybrid,266,False,3.330,0.068,734.400,0.195,0.557,0.566,1.644,0.327,2.536,1.439,2.414,3.853,1.728,1.144,0.000,0.146,9.408,83.03
744,SettleCrossBorder,adaptive,ml_optimized,331,True,276.827,1.824,46.505,0.653,0.621,0.519,1.514,0.286,2.319,1.588,4.372,5.960,296.771,1.108,-0.598,5.491,311.049,80.98
745,Transfer,adaptive,static_hybrid,274,False,3.127,0.048,1079.340,0.307,0.619,0.435,1.669,0.330,2.434,1.470,2.427,3.897,1.650,1.202,0.000,0.144,9.326,82.46
746,Transfer,adaptive,ml_optimized,223,True,215.471,1.236,49.938,0.453,0.553,0.425,1.476,0.283,2.184,1.305,4.062,5.367,231.886,1.049,-0.549,4.310,244.246,83.44
747,IssueCBDC,adaptive,static_hybrid,323,False,3.266,0.051,891.061,0.306,0.543,0.564,1.668,0.326,2.559,1.579,2.511,4.089,1.688,1.130,0.000,0.150,9.616,82.47
748,Transfer,adaptive,static_hybrid,143,False,4.536,0.103,852.137,0.293,0.513,0.435,1.665,0.324,2.425,1.123,2.206,3.330,2.079,1.102,0.000,0.141,9.077,82.54
749,IssueCBDC,adaptive,static_hybrid,326,False,2.903,0.091,727.832,0.235,0.643,0.576,1.653,0.331,2.560,1.604,2.517,4.121,1.653,1.224,0.000,0.150,9.708,82.83
750,Transfer,adaptive,ml_optimized,282,True,125.691,0.834,38.811,0.402,0.645,0.425,1.466,0.287,2.178,1.470,4.157,5.626,139.695,1.128,-0.568,2.655,150.714,84.71
751,Transfer,adaptive,static_hybrid,221,False,4.273,0.019,615.495,0.332,0.626,0.435,1.674,0.330,2.439,1.339,2.336,3.675,1.895,1.209,0.000,0.144,9.363,82.34
752,Transfer,adaptive,static_hybrid,249,False,6.561,0.080,689.038,0.276,0.599,0.435,1.662,0.329,2.425,1.404,2.386,3.790,2.553,1.183,0.000,0.158,10.109,82.62
753,Transfer,adaptive,static_hybrid,204,False,5.730,0.103,756.386,0.170,0.589,0.435,1.638,0.328,2.402,1.290,2.310,3.600,2.377,1.174,0.000,0.151,9.703,83.15
754,Transfer,adaptive,static_hybrid,203,False,1.875,0.000,774.403,0.476,0.576,0.435,1.706,0.327,2.469,1.285,2.305,3.590,1.269,1.161,0.000,0.132,8.621,81.62
755,Transfer,adaptive,static_hybrid,199,False,3.335,0.127,832.594,0.101,0.581,0.435,1.623,0.328,2.386,1.276,2.302,3.578,1.811,1.167,0.000,0.140,9.081,83.49
756,SettleCrossBorder,adaptive,ml_optimized,294,True,178.312,0.689,67.200,0.694,0.609,0.519,1.522,0.286,2.326,1.493,3.981,5.474,191.447,1.097,-0.569,3.586,203.362,83.61
757,IssueCBDC,adaptive,static_hybrid,241,False,6.039,0.098,765.248,0.514,0.568,0.567,1.714,0.327,2.609,1.378,2.373,3.751,2.447,1.154,0.000,0.159,10.119,81.43
758,IssueCBDC,adaptive,static_hybrid,323,False,4.191,0.003,983.566,0.211,0.519,0.562,1.647,0.325,2.534,1.575,2.509,4.084,1.852,1.108,0.000,0.152,9.730,82.95
759,Transfer,adaptive,static_hybrid,216,False,3.701,0.097,772.835,0.347,0.572,0.435,1.677,0.327,2.440,1.317,2.330,3.647,1.861,1.158,0.000,0.143,9.249,82.27
760,Transfer,adaptive,static_hybrid,146,False,3.799,0.047,923.983,0.385,0.594,0.435,1.686,0.328,2.449,1.146,2.210,3.355,1.815,1.178,0.000,0.137,8.936,82.08
761,Transfer,adaptive,static_hybrid,236,False,2.474,0.050,809.523,0.230,0.607,0.435,1.652,0.329,2.416,1.373,2.363,3.736,1.488,1.191,0.000,0.138,8.968,82.85
762,Transfer,adaptive,static_hybrid,203,False,4.145,0.048,687.056,0.226,0.608,0.435,1.651,0.329,2.415,1.291,2.307,3.597,1.903,1.192,0.000,0.142,9.250,82.87
763,Transfer,adaptive,static_hybrid,96,False,2.334,0.000,1118.689,0.237,0.628,0.435,1.653,0.330,2.418,1.027,2.123,3.150,1.383,1.210,0.000,0.125,8.287,82.81
764,Transfer,adaptive,static_hybrid,178,False,4.129,0.000,865.421,0.103,0.557,0.435,1.623,0.327,2.385,1.219,2.263,3.481,1.832,1.144,0.000,0.139,8.981,83.49
765,IssueCBDC,adaptive,static_hybrid,160,False,3.776,0.075,823.857,0.225,0.555,0.566,1.650,0.326,2.543,1.173,2.234,3.408,1.849,1.141,0.000,0.140,9.081,82.88
766,Transfer,adaptive,static_hybrid,193,False,5.033,0.113,907.366,0.225,0.548,0.435,1.651,0.326,2.412,1.255,2.291,3.546,2.216,1.135,0.000,0.147,9.456,82.87
767,Transfer,adaptive,ml_optimized,234,True,238.194,1.236,56.809,0.682,0.628,0.425,1.520,0.286,2.231,1.346,4.039,5.386,254.610,1.113,-0.557,4.720,267.503,82.30
768,Transfer,adaptive,ml_optimized,247,True,210.878,1.144,31.479,0.760,0.602,0.425,1.534,0.285,2.244,1.374,4.197,5.571,226.739,1.091,-0.568,4.222,239.300,82.14
769,Transfer,adaptive,static_hybrid,208,False,5.516,0.110,756.555,0.476,0.573,0.435,1.706,0.327,2.468,1.297,2.317,3.614,2.333,1.159,0.000,0.151,9.725,81.62
770,Transfer,adaptive,static_hybrid,191,False,5.080,0.083,919.179,0.569,0.657,0.435,1.726,0.332,2.493,1.269,2.287,3.557,2.187,1.238,0.000,0.148,9.623,81.16
771,Transfer,adaptive,ml_optimized,231,True,207.407,1.296,39.436,0.587,0.638,0.425,1.501,0.287,2.213,1.341,4.149,5.490,224.183,1.122,-0.563,4.174,236.619,82.63
772,Transfer,adaptive,static_hybrid,262,False,3.811,0.026,859.217,0.318,0.688,0.435,1.671,0.333,2.439,1.452,2.406,3.859,1.790,1.267,0.000,0.146,9.500,82.41
773,SettleCrossBorder,adaptive,ml_optimized,445,True,164.882,1.968,46.622,0.484,0.547,0.519,1.482,0.283,2.284,1.859,4.591,6.450,185.690,1.044,-0.622,3.500,198.345,81.46
774,Transfer,adaptive,static_hybrid,196,False,5.225,0.101,971.070,0.200,0.684,0.435,1.645,0.333,2.413,1.287,2.296,3.583,2.247,1.263,0.000,0.148,9.655,83.00
775,SettleCrossBorder,adaptive,ml_optimized,346,True,163.652,1.661,27.660,0.589,0.694,0.519,1.502,0.289,2.310,1.638,4.481,6.120,182.666,1.171,-0.611,3.440,195.096,81.70
776,Transfer,adaptive,static_hybrid,224,False,4.634,0.127,858.589,0.212,0.587,0.435,1.648,0.328,2.411,1.339,2.345,3.684,2.136,1.171,0.000,0.148,9.550,82.94
777,Transfer,adaptive,ml_optimized,232,True,189.255,0.500,30.519,0.795,0.608,0.425,1.541,0.285,2.251,1.338,4.061,5.399,201.255,1.097,-0.559,3.760,213.203,83.58
778,IssueCBDC,adaptive,static_hybrid,358,False,4.535,0.085,830.101,0.122,0.560,0.566,1.628,0.327,2.521,1.669,2.571,4.241,2.052,1.147,0.000,0.159,10.119,83.39
779,IssueCBDC,adaptive,static_hybrid,266,False,5.050,0.172,828.724,0.111,0.684,0.581,1.625,0.333,2.539,1.462,2.417,3.879,2.304,1.263,0.000,0.157,10.143,83.45
780,SettleCrossBorder,adaptive,ml_optimized,492,True,267.107,1.189,22.056,0.453,0.596,0.519,1.476,0.285,2.280,1.986,4.678,6.664,284.133,1.086,-0.636,5.275,298.801,83.56
781,SettleCrossBorder,adaptive,ml_optimized,283,True,143.123,0.500,100.000,0.333,0.584,0.519,1.453,0.284,2.256,1.461,3.731,5.192,155.123,1.075,-0.546,2.926,166.026,85.89
782,SettleCrossBorder,adaptive,ml_optimized,268,True,208.172,0.818,32.430,0.422,0.571,0.519,1.470,0.284,2.273,1.421,4.168,5.589,222.081,1.064,-0.570,4.139,234.575,84.64
783,Transfer,adaptive,ml_optimized,251,True,122.512,0.924,42.207,0.726,0.711,0.425,1.528,0.290,2.243,1.404,4.100,5.504,137.059,1.185,-0.569,2.606,148.028,82.86
784,SettleCrossBorder,adaptive,ml_optimized,418,True,204.698,1.279,18.883,0.676,0.665,0.519,1.518,0.288,2.325,1.813,4.588,6.401,222.742,1.145,-0.627,4.166,236.152,82.22
785,Transfer,adaptive,static_hybrid,211,False,3.055,0.090,720.248,0.234,0.630,0.435,1.653,0.330,2.418,1.315,2.321,3.636,1.689,1.212,0.000,0.139,9.095,82.83
786,SettleCrossBorder,adaptive,ml_optimized,329,True,189.382,1.038,47.308,0.453,0.705,0.519,1.476,0.290,2.284,1.598,4.222,5.820,204.611,1.180,-0.591,3.829,217.134,83.94
787,Transfer,adaptive,static_hybrid,182,False,3.022,0.125,883.407,0.392,0.644,0.435,1.687,0.331,2.453,1.244,2.273,3.518,1.730,1.225,0.000,0.139,9.065,82.04
788,Transfer,adaptive,static_hybrid,201,False,2.895,0.090,885.190,0.217,0.673,0.435,1.649,0.332,2.416,1.297,2.304,3.602,1.650,1.252,0.000,0.138,9.059,82.92
789,Transfer,adaptive,ml_optimized,243,True,229.657,0.649,25.420,0.336,0.584,0.425,1.453,0.284,2.162,1.361,4.137,5.498,242.939,1.075,-0.557,4.511,255.629,85.50
790,Transfer,adaptive,ml_optimized,212,True,181.750,1.436,55.933,0.799,0.730,0.425,1.542,0.291,2.257,1.310,4.043,5.353,199.365,1.201,-0.562,3.726,211.340,81.22
791,SettleCrossBorder,adaptive,ml_optimized,270,True,193.653,0.500,60.165,0.502,0.643,0.519,1.485,0.287,2.291,1.439,3.948,5.387,205.653,1.126,-0.563,3.840,217.735,85.04
792,Transfer,adaptive,static_hybrid,196,False,2.701,0.090,854.781,0.475,0.655,0.435,1.706,0.331,2.472,1.282,2.296,3.577,1.602,1.236,0.000,0.138,9.025,81.63
793,Transfer,adaptive,static_hybrid,212,False,4.084,0.000,643.595,0.485,0.691,0.435,1.708,0.333,2.476,1.328,2.320,3.648,1.821,1.269,0.000,0.143,9.358,81.57
794,Transfer,adaptive,static_hybrid,230,False,3.005,0.063,794.415,0.505,0.713,0.435,1.712,0.334,2.482,1.377,2.353,3.730,1.639,1.290,0.000,0.141,9.282,81.47
795,Transfer,adaptive,static_hybrid,219,False,3.561,0.033,876.679,0.493,0.728,0.435,1.710,0.335,2.480,1.352,2.333,3.685,1.737,1.305,0.000,0.142,9.349,81.54
796,IssueCBDC,adaptive,static_hybrid,260,False,4.942,0.067,738.221,0.590,0.623,0.574,1.731,0.330,2.635,1.436,2.404,3.840,2.129,1.205,0.000,0.155,9.964,81.05
797,Transfer,adaptive,static_hybrid,240,False,4.199,0.102,730.825,0.152,0.677,0.435,1.634,0.333,2.402,1.395,2.371,3.767,1.993,1.256,0.000,0.147,9.565,83.24
798,IssueCBDC,adaptive,static_hybrid,340,False,3.524,0.026,867.642,0.217,0.695,0.582,1.649,0.333,2.565,1.649,2.539,4.187,1.718,1.273,0.000,0.152,9.895,82.92
799,IssueCBDC,adaptive,static_hybrid,424,False,5.244,0.101,962.178,0.155,0.678,0.581,1.635,0.333,2.548,1.856,2.684,4.540,2.253,1.258,0.000,0.168,10.767,83.22
800,Transfer,adaptive,ml_optimized,155,True,286.607,0.849,53.366,0.537,0.691,0.425,1.492,0.289,2.206,1.160,3.856,5.016,300.701,1.168,-0.536,5.543,314.097,83.99
801,SettleCrossBorder,adaptive,ml_optimized,385,True,154.661,0.822,39.248,0.332,0.662,0.519,1.452,0.288,2.259,1.730,4.327,6.057,168.595,1.143,-0.601,3.184,180.637,85.08
802,SettleCrossBorder,adaptive,ml_optimized,329,True,102.479,0.940,59.505,0.444,0.736,0.519,1.474,0.291,2.284,1.603,4.131,5.735,117.120,1.207,-0.587,2.253,128.011,84.23
803,Transfer,adaptive,static_hybrid,240,False,3.779,0.039,684.176,0.550,0.716,0.435,1.722,0.334,2.492,1.402,2.369,3.772,1.800,1.293,0.000,0.145,9.501,81.25
804,Transfer,adaptive,static_hybrid,230,False,4.579,0.139,622.761,0.237,0.702,0.435,1.653,0.334,2.422,1.375,2.355,3.730,2.140,1.280,0.000,0.149,9.721,82.82
805,Transfer,adaptive,static_hybrid,284,False,3.435,0.004,878.594,0.598,0.621,0.435,1.733,0.330,2.498,1.495,2.443,3.938,1.665,1.204,0.000,0.146,9.451,81.01
806,IssueCBDC,adaptive,static_hybrid,333,False,4.101,0.036,762.712,0.137,0.716,0.585,1.631,0.334,2.550,1.635,2.527,4.162,1.875,1.293,0.000,0.155,10.036,83.32
807,Transfer,adaptive,static_hybrid,304,False,3.945,0.000,835.955,0.264,0.726,0.435,1.659,0.335,2.429,1.564,2.477,4.041,1.786,1.303,0.000,0.149,9.708,82.68
808,Transfer,adaptive,ml_optimized,263,True,168.018,1.000,54.412,0.385,0.619,0.425,1.463,0.286,2.173,1.417,4.061,5.478,183.016,1.105,-0.558,3.432,194.646,84.37
809,IssueCBDC,adaptive,static_hybrid,335,False,3.627,0.139,812.676,0.177,0.672,0.580,1.640,0.332,2.552,1.632,2.534,4.166,1.902,1.251,0.000,0.155,10.026,83.12
810,Transfer,adaptive,ml_optimized,249,True,185.749,0.820,33.750,0.658,0.755,0.425,1.515,0.292,2.231,1.407,4.128,5.535,199.670,1.223,-0.572,3.734,211.822,83.46
811,Transfer,adaptive,ml_optimized,265,True,204.118,1.114,49.312,0.419,0.636,0.425,1.469,0.287,2.181,1.425,4.115,5.540,219.803,1.120,-0.563,4.095,232.176,83.92
812,Transfer,adaptive,static_hybrid,287,False,3.626,0.108,808.699,0.515,0.649,0.435,1.715,0.331,2.481,1.508,2.451,3.959,1.858,1.230,0.000,0.149,9.677,81.42
813,IssueCBDC,adaptive,static_hybrid,388,False,3.547,0.092,778.150,0.371,0.767,0.591,1.683,0.337,2.611,1.782,2.622,4.404,1.816,1.341,0.000,0.159,10.330,82.15
814,IssueCBDC,adaptive,static_hybrid,373,False,4.233,0.126,906.195,0.329,0.638,0.576,1.674,0.331,2.580,1.721,2.598,4.319,2.034,1.220,0.000,0.161,10.313,82.35
815,SettleCrossBorder,adaptive,ml_optimized,476,True,174.606,0.751,56.527,0.792,0.645,0.519,1.541,0.287,2.347,1.955,4.365,6.320,188.111,1.128,-0.623,3.542,200.824,82.97
816,Transfer,adaptive,static_hybrid,297,False,4.398,0.055,1007.067,0.439,0.778,0.435,1.698,0.338,2.470,1.556,2.467,4.023,1.977,1.351,0.000,0.152,9.974,81.81
817,Transfer,adaptive,ml_optimized,180,True,138.390,0.500,30.438,0.604,0.722,0.425,1.505,0.290,2.220,1.228,3.973,5.202,150.390,1.195,-0.549,2.841,161.298,84.53
818,Transfer,adaptive,static_hybrid,147,False,4.161,0.146,937.088,0.254,0.747,0.435,1.657,0.336,2.428,1.176,2.214,3.390,2.045,1.322,0.000,0.142,9.326,82.73
819,SettleCrossBorder,adaptive,ml_optimized,423,True,188.452,0.992,34.355,0.319,0.777,0.519,1.450,0.293,2.262,1.846,4.452,6.297,203.403,1.242,-0.621,3.815,216.399,84.73
820,Transfer,adaptive,static_hybrid,227,False,3.934,0.035,819.696,0.589,0.737,0.435,1.731,0.336,2.502,1.374,2.347,3.721,1.833,1.313,0.000,0.145,9.513,81.06
821,Transfer,adaptive,ml_optimized,283,True,223.095,0.769,46.091,0.424,0.745,0.425,1.470,0.291,2.186,1.490,4.103,5.593,236.708,1.215,-0.571,4.401,249.532,84.76
822,Transfer,adaptive,static_hybrid,236,False,3.287,0.110,837.645,0.196,0.739,0.435,1.644,0.336,2.415,1.397,2.364,3.761,1.776,1.315,0.000,0.143,9.410,83.02
823,IssueCBDC,adaptive,static_hybrid,257,False,4.137,0.101,660.907,0.139,0.755,0.590,1.632,0.336,2.558,1.452,2.400,3.852,1.976,1.329,0.000,0.151,9.865,83.30
824,Transfer,adaptive,static_hybrid,159,False,4.022,0.111,850.637,0.236,0.765,0.435,1.653,0.337,2.425,1.209,2.234,3.442,1.961,1.339,0.000,0.141,9.309,82.82
825,IssueCBDC,adaptive,static_hybrid,376,False,5.092,0.071,913.973,0.480,0.773,0.592,1.707,0.337,2.636,1.753,2.601,4.354,2.173,1.347,0.000,0.165,10.674,81.60
826,SettleCrossBorder,adaptive,ml_optimized,338,True,243.765,1.155,63.463,0.376,0.761,0.519,1.461,0.292,2.272,1.630,4.162,5.792,259.693,1.229,-0.591,4.820,273.215,84.03
827,Transfer,adaptive,static_hybrid,259,False,2.978,0.094,813.544,0.177,0.682,0.435,1.640,0.333,2.408,1.444,2.403,3.847,1.676,1.261,0.000,0.143,9.335,83.11
828,IssueCBDC,adaptive,static_hybrid,327,False,2.232,0.080,576.777,0.287,0.729,0.587,1.664,0.335,2.586,1.622,2.518,4.141,1.469,1.306,0.000,0.148,9.649,82.57
829,Transfer,adaptive,static_hybrid,195,False,3.740,0.088,954.227,0.318,0.696,0.435,1.671,0.333,2.440,1.286,2.294,3.581,1.858,1.275,0.000,0.142,9.294,82.41
830,SettleCrossBorder,adaptive,ml_optimized,285,True,190.679,0.571,17.579,0.763,0.770,0.519,1.535,0.292,2.347,1.500,4.242,5.741,204.668,1.237,-0.594,3.830,217.228,83.56
831,Transfer,adaptive,ml_optimized,201,True,224.546,0.514,32.586,0.528,0.764,0.425,1.490,0.292,2.207,1.288,3.999,5.287,236.630,1.231,-0.555,4.394,249.194,84.88
832,Transfer,adaptive,static_hybrid,158,False,6.015,0.051,1055.412,0.299,0.752,0.435,1.667,0.336,2.438,1.204,2.230,3.434,2.376,1.327,0.000,0.148,9.723,82.51
833,SettleCrossBorder,adaptive,ml_optimized,445,True,171.085,1.066,15.021,0.784,0.765,0.519,1.539,0.292,2.350,1.899,4.618,6.517,188.428,1.232,-0.641,3.551,201.438,82.22
834,Transfer,adaptive,ml_optimized,169,True,121.812,1.585,43.913,0.472,0.689,0.425,1.479,0.289,2.193,1.195,4.069,5.264,140.323,1.167,-0.550,2.660,151.057,82.48
835,Transfer,adaptive,static_hybrid,242,False,3.243,0.106,1070.206,0.448,0.749,0.435,1.700,0.336,2.471,1.413,2.375,3.788,1.759,1.324,0.000,0.144,9.486,81.76
836,Transfer,adaptive,static_hybrid,272,False,4.510,0.123,827.301,0.325,0.794,0.435,1.673,0.338,2.446,1.497,2.426,3.923,2.099,1.367,0.000,0.152,9.987,82.37
837,IssueCBDC,adaptive,static_hybrid,273,False,4.651,0.092,855.352,0.413,0.768,0.591,1.692,0.337,2.620,1.494,2.427,3.921,2.091,1.342,0.000,0.155,10.129,81.93
838,SettleCrossBorder,adaptive,ml_optimized,463,True,218.851,1.424,34.580,0.539,0.777,0.519,1.492,0.293,2.304,1.946,4.596,6.542,236.395,1.242,-0.639,4.414,250.259,82.55
839,IssueCBDC,adaptive,static_hybrid,323,False,5.703,0.111,1008.431,0.361,0.679,0.581,1.681,0.333,2.594,1.603,2.512,4.116,2.381,1.258,0.000,0.164,10.513,82.19
840,Transfer,adaptive,static_hybrid,182,False,4.182,0.000,742.735,0.545,0.830,0.435,1.721,0.340,2.496,1.278,2.269,3.547,1.846,1.400,0.000,0.142,9.432,81.27
841,SettleCrossBorder,adaptive,ml_optimized,434,True,262.037,0.859,40.537,0.350,0.751,0.519,1.456,0.292,2.267,1.868,4.409,6.278,276.190,1.219,-0.619,5.125,290.460,84.90
842,Transfer,adaptive,static_hybrid,210,False,4.459,0.062,655.980,0.508,0.739,0.435,1.713,0.336,2.484,1.332,2.319,3.651,2.002,1.315,0.000,0.146,9.597,81.46
843,Transfer,adaptive,static_hybrid,308,False,2.878,0.088,983.496,0.108,0.740,0.435,1.625,0.336,2.396,1.577,2.486,4.063,1.643,1.316,0.000,0.146,9.563,83.46
844,IssueCBDC,adaptive,static_hybrid,348,False,4.345,0.038,695.984,0.141,0.752,0.589,1.632,0.336,2.557,1.679,2.553,4.232,1.940,1.327,0.000,0.157,10.214,83.30
