tx_id,tx_type,strategy,selected_strategy,payload_bytes,cross_border,network_latency_ms,packet_loss_pct,bandwidth_mbps,threat_level,load_factor,crypto_key_exchange_ms,crypto_signature_ms,crypto_verify_ms,crypto_latency_ms,blockchain_endorsement_ms,blockchain_commit_ms,blockchain_latency_ms,routing_latency_ms,queue_ms,ml_gain_ms,jitter_ms,end_to_end_latency_ms,security_score
845,SettleCrossBorder,adaptive,ml_optimized,324,True,300.000,0.542,69.353,0.398,0.711,0.519,1.465,0.290,2.274,1.586,3.992,5.579,312.254,1.186,-0.576,5.762,326.479,85.46
846,Transfer,adaptive,static_hybrid,201,False,4.811,0.034,998.741,0.374,0.823,0.435,1.683,0.340,2.458,1.324,2.303,3.627,2.050,1.394,0.000,0.146,9.675,82.13
847,IssueCBDC,adaptive,static_hybrid,281,False,3.485,0.088,803.516,0.430,0.707,0.584,1.696,0.334,2.614,1.503,2.440,3.944,1.795,1.285,0.000,0.150,9.788,81.85
848,Transfer,adaptive,static_hybrid,230,False,5.352,0.177,1017.517,0.338,0.831,0.435,1.675,0.340,2.451,1.398,2.356,3.754,2.386,1.401,0.000,0.155,10.147,82.31
849,IssueCBDC,adaptive,static_hybrid,294,False,4.895,0.127,841.961,0.566,0.813,0.597,1.726,0.339,2.662,1.555,2.464,4.019,2.201,1.384,0.000,0.160,10.425,81.17
850,Transfer,adaptive,static_hybrid,185,False,2.748,0.135,839.665,0.528,0.821,0.435,1.717,0.340,2.492,1.284,2.279,3.562,1.677,1.392,0.000,0.139,9.263,81.36
851,Transfer,adaptive,ml_optimized,223,True,216.569,1.202,42.495,0.484,0.830,0.425,1.482,0.295,2.201,1.355,4.100,5.456,232.779,1.288,-0.568,4.328,245.485,83.38
852,SettleCrossBorder,adaptive,ml_optimized,219,True,197.690,1.088,65.630,0.460,0.759,0.519,1.477,0.292,2.288,1.332,3.934,5.267,213.218,1.227,-0.560,3.974,225.413,83.78
853,Transfer,adaptive,static_hybrid,172,False,2.519,0.072,870.961,0.172,0.847,0.435,1.639,0.341,2.415,1.256,2.255,3.511,1.530,1.417,0.000,0.134,9.007,83.14
854,SettleCrossBorder,adaptive,ml_optimized,272,True,150.361,1.101,36.877,0.651,0.798,0.519,1.514,0.294,2.326,1.472,4.199,5.671,165.964,1.260,-0.589,3.131,177.764,82.79
855,Transfer,adaptive,static_hybrid,250,False,6.665,0.199,813.069,0.452,0.767,0.435,1.701,0.337,2.473,1.437,2.391,3.828,2.745,1.341,0.000,0.163,10.548,81.74
856,SettleCrossBorder,adaptive,ml_optimized,280,True,157.878,1.832,52.162,0.326,0.842,0.519,1.451,0.296,2.266,1.500,4.253,5.753,177.867,1.298,-0.591,3.346,189.939,82.59
857,IssueCBDC,adaptive,static_hybrid,311,False,2.906,0.084,1025.240,0.374,0.765,0.591,1.683,0.337,2.611,1.589,2.491,4.080,1.644,1.339,0.000,0.150,9.824,82.13
858,Transfer,adaptive,static_hybrid,213,False,4.053,0.030,753.603,0.528,0.775,0.435,1.717,0.337,2.490,1.346,2.323,3.669,1.856,1.349,0.000,0.144,9.507,81.36
859,IssueCBDC,adaptive,static_hybrid,210,False,4.021,0.014,929.251,0.182,0.739,0.588,1.641,0.336,2.564,1.332,2.317,3.649,1.825,1.314,0.000,0.145,9.497,83.09
860,Transfer,adaptive,ml_optimized,301,True,219.377,1.349,44.702,0.588,0.822,0.425,1.501,0.295,2.221,1.549,4.246,5.795,236.472,1.281,-0.589,4.401,249.580,82.49
861,SettleCrossBorder,adaptive,ml_optimized,369,True,266.165,1.982,14.003,0.787,0.749,0.519,1.540,0.292,2.350,1.706,4.660,6.366,289.159,1.218,-0.631,5.362,303.825,79.91
862,IssueCBDC,adaptive,static_hybrid,232,False,5.582,0.071,585.715,0.117,0.760,0.590,1.627,0.337,2.554,1.390,2.357,3.747,2.295,1.335,0.000,0.155,10.085,83.42
863,Transfer,adaptive,static_hybrid,243,False,5.535,0.060,719.509,0.489,0.856,0.435,1.709,0.341,2.485,1.435,2.375,3.810,2.267,1.424,0.000,0.154,10.141,81.56
864,Transfer,adaptive,ml_optimized,152,True,175.395,0.747,50.450,0.555,0.731,0.425,1.495,0.291,2.211,1.160,3.850,5.010,188.875,1.203,-0.538,3.530,200.291,84.16
865,Transfer,adaptive,static_hybrid,155,False,3.730,0.162,870.862,0.317,0.816,0.435,1.671,0.339,2.445,1.208,2.228,3.436,1.959,1.387,0.000,0.141,9.369,82.42
866,IssueCBDC,adaptive,static_hybrid,283,False,6.219,0.123,871.511,0.378,0.812,0.596,1.684,0.339,2.620,1.527,2.445,3.972,2.526,1.384,0.000,0.164,10.666,82.11
867,SettleCrossBorder,adaptive,ml_optimized,348,True,145.704,1.139,20.469,0.676,0.879,0.519,1.518,0.297,2.335,1.677,4.434,6.110,162.668,1.330,-0.620,3.080,174.904,82.57
868,SettleCrossBorder,adaptive,ml_optimized,348,True,225.676,1.652,54.757,0.364,0.767,0.519,1.459,0.292,2.270,1.656,4.320,5.977,244.585,1.234,-0.602,4.551,258.015,82.85
869,IssueCBDC,adaptive,static_hybrid,356,False,2.015,0.043,1177.422,0.372,0.801,0.595,1.683,0.339,2.617,1.708,2.566,4.274,1.364,1.373,0.000,0.149,9.777,82.14
870,SettleCrossBorder,adaptive,ml_optimized,280,True,238.053,1.100,65.559,0.522,0.827,0.519,1.489,0.295,2.303,1.497,4.041,5.538,253.654,1.285,-0.581,4.707,266.906,83.44
871,Transfer,adaptive,static_hybrid,296,False,5.021,0.076,770.003,0.219,0.770,0.435,1.649,0.337,2.421,1.552,2.465,4.018,2.162,1.344,0.000,0.155,10.099,82.91
872,Transfer,adaptive,static_hybrid,270,False,5.440,0.062,873.968,0.137,0.782,0.435,1.631,0.338,2.404,1.489,2.421,3.910,2.247,1.355,0.000,0.154,10.071,83.31
873,Transfer,adaptive,static_hybrid,203,False,3.629,0.092,846.683,0.135,0.856,0.435,1.631,0.341,2.407,1.335,2.308,3.643,1.836,1.425,0.000,0.142,9.453,83.32
874,SettleCrossBorder,adaptive,ml_optimized,295,True,190.343,0.822,26.710,0.510,0.771,0.519,1.487,0.293,2.298,1.525,4.249,5.774,204.468,1.237,-0.592,3.826,217.011,84.20
875,SettleCrossBorder,adaptive,ml_optimized,408,True,190.573,1.142,39.248,0.574,0.760,0.519,1.499,0.292,2.310,1.805,4.424,6.229,206.423,1.228,-0.620,3.869,219.439,83.07
876,Transfer,adaptive,static_hybrid,270,False,3.560,0.115,908.313,0.584,0.809,0.435,1.730,0.339,2.504,1.494,2.422,3.917,1.850,1.380,0.000,0.149,9.800,81.08
877,IssueCBDC,adaptive,static_hybrid,269,False,4.611,0.066,836.061,0.364,0.859,0.602,1.681,0.342,2.625,1.501,2.419,3.920,2.045,1.428,0.000,0.155,10.172,82.18
878,SettleCrossBorder,adaptive,ml_optimized,360,True,141.658,0.904,53.770,0.473,0.867,0.519,1.479,0.297,2.295,1.704,4.212,5.917,156.083,1.320,-0.605,2.957,167.968,84.18
879,SettleCrossBorder,adaptive,ml_optimized,391,True,140.722,0.980,57.005,0.557,0.781,0.519,1.496,0.293,2.308,1.767,4.259,6.026,155.605,1.246,-0.608,2.951,167.527,83.57
880,IssueCBDC,adaptive,static_hybrid,351,False,2.702,0.136,1032.390,0.225,0.851,0.601,1.650,0.341,2.593,1.704,2.561,4.265,1.666,1.420,0.000,0.153,10.098,82.88
881,Transfer,adaptive,ml_optimized,121,True,280.243,1.030,30.540,0.741,0.884,0.425,1.531,0.297,2.253,1.110,3.968,5.078,295.426,1.335,-0.552,5.450,308.990,82.52
882,Transfer,adaptive,static_hybrid,292,False,5.063,0.063,829.968,0.572,0.789,0.435,1.727,0.338,2.500,1.546,2.458,4.004,2.155,1.361,0.000,0.156,10.176,81.14
883,IssueCBDC,adaptive,static_hybrid,325,False,3.942,0.017,605.830,0.354,0.876,0.604,1.679,0.342,2.625,1.644,2.513,4.157,1.809,1.443,0.000,0.155,10.188,82.23
884,Transfer,adaptive,static_hybrid,145,False,6.302,0.079,810.639,0.473,0.875,0.435,1.705,0.342,2.483,1.194,2.209,3.402,2.486,1.443,0.000,0.151,9.964,81.64
885,Transfer,adaptive,static_hybrid,266,False,4.065,0.162,1062.886,0.405,0.861,0.435,1.690,0.342,2.467,1.494,2.417,3.911,2.043,1.429,0.000,0.152,10.002,81.98
886,SettleCrossBorder,adaptive,ml_optimized,446,True,157.521,0.500,32.286,0.557,0.915,0.519,1.496,0.299,2.313,1.928,4.414,6.343,169.521,1.362,-0.634,3.207,182.112,84.77
887,Transfer,adaptive,static_hybrid,144,False,3.623,0.098,928.026,0.159,0.819,0.435,1.636,0.340,2.411,1.181,2.208,3.389,1.842,1.390,0.000,0.138,9.169,83.21
888,Transfer,adaptive,ml_optimized,286,True,195.612,0.518,48.116,0.713,0.781,0.425,1.525,0.293,2.243,1.504,4.051,5.555,207.720,1.246,-0.575,3.879,220.068,83.94
889,Transfer,adaptive,static_hybrid,221,False,2.971,0.083,769.895,0.545,0.806,0.435,1.721,0.339,2.495,1.371,2.338,3.709,1.660,1.378,0.000,0.142,9.383,81.27
890,Transfer,adaptive,ml_optimized,263,True,181.086,1.109,34.643,0.378,0.878,0.425,1.461,0.297,2.183,1.464,4.199,5.663,196.743,1.330,-0.581,3.683,209.021,84.14
891,Transfer,adaptive,static_hybrid,264,False,3.645,0.130,940.617,0.520,0.806,0.435,1.716,0.339,2.490,1.479,2.413,3.891,1.894,1.378,0.000,0.149,9.802,81.40
892,Transfer,adaptive,static_hybrid,270,False,2.590,0.158,874.755,0.472,0.919,0.435,1.705,0.345,2.485,1.514,2.424,3.938,1.669,1.484,0.000,0.146,9.721,81.64
893,IssueCBDC,adaptive,static_hybrid,279,False,4.396,0.134,802.105,0.500,0.893,0.606,1.711,0.343,2.661,1.532,2.438,3.970,2.087,1.460,0.000,0.157,10.334,81.50
894,Transfer,adaptive,static_hybrid,206,False,4.956,0.040,1054.816,0.154,0.791,0.435,1.635,0.338,2.408,1.331,2.311,3.642,2.095,1.364,0.000,0.147,9.656,83.23
895,IssueCBDC,adaptive,static_hybrid,410,False,2.121,0.080,865.306,0.469,0.855,0.602,1.704,0.341,2.647,1.853,2.659,4.512,1.442,1.424,0.000,0.155,10.180,81.66
896,Transfer,adaptive,static_hybrid,224,False,4.057,0.042,932.567,0.532,0.941,0.435,1.718,0.346,2.499,1.403,2.342,3.745,1.874,1.505,0.000,0.146,9.769,81.34
897,Transfer,adaptive,static_hybrid,193,False,4.549,0.154,918.606,0.596,0.883,0.435,1.732,0.343,2.510,1.315,2.293,3.608,2.153,1.450,0.000,0.149,9.870,81.02
898,Transfer,adaptive,ml_optimized,164,True,208.483,1.193,86.336,0.345,0.804,0.425,1.455,0.294,2.174,1.203,3.736,4.939,224.641,1.265,-0.533,4.172,236.657,84.09
899,Transfer,adaptive,ml_optimized,155,True,178.149,0.857,34.403,0.452,0.838,0.425,1.475,0.295,2.196,1.187,3.971,5.158,192.293,1.295,-0.550,3.594,203.986,84.40
900,Transfer,adaptive,static_hybrid,299,False,3.159,0.102,883.139,0.206,0.871,0.435,1.646,0.342,2.424,1.578,2.471,4.049,1.732,1.439,0.000,0.148,9.791,82.97
901,SettleCrossBorder,adaptive,ml_optimized,414,True,223.194,1.270,61.218,0.307,0.885,0.519,1.448,0.297,2.264,1.843,4.325,6.168,239.815,1.336,-0.618,4.468,253.433,84.09
902,SettleCrossBorder,adaptive,ml_optimized,371,True,163.858,1.746,24.860,0.625,0.836,0.519,1.509,0.295,2.323,1.726,4.556,6.282,183.803,1.293,-0.627,3.463,196.537,81.31
903,Transfer,adaptive,static_hybrid,283,False,5.237,0.140,966.021,0.195,0.912,0.435,1.644,0.344,2.423,1.545,2.445,3.991,2.305,1.477,0.000,0.157,10.353,83.02
904,SettleCrossBorder,adaptive,ml_optimized,380,True,250.448,1.357,29.052,0.660,0.815,0.519,1.515,0.294,2.329,1.745,4.476,6.221,267.588,1.275,-0.623,4.970,281.759,82.11
905,IssueCBDC,adaptive,static_hybrid,237,False,3.203,0.068,1018.444,0.547,0.877,0.604,1.722,0.342,2.668,1.424,2.365,3.789,1.696,1.445,0.000,0.147,9.745,81.26
906,Transfer,adaptive,static_hybrid,288,False,5.044,0.102,979.059,0.448,0.831,0.435,1.700,0.340,2.475,1.543,2.453,3.996,2.203,1.401,0.000,0.156,10.232,81.76
907,IssueCBDC,adaptive,static_hybrid,227,False,2.210,0.044,781.819,0.535,0.960,0.614,1.719,0.347,2.680,1.414,2.347,3.761,1.414,1.522,0.000,0.141,9.518,81.32
908,IssueCBDC,adaptive,static_hybrid,260,False,4.005,0.031,872.289,0.180,0.849,0.601,1.641,0.341,2.582,1.476,2.403,3.879,1.844,1.418,0.000,0.150,9.873,83.10
909,Transfer,adaptive,static_hybrid,212,False,4.306,0.027,811.584,0.454,0.901,0.435,1.701,0.344,2.480,1.366,2.321,3.687,1.914,1.467,0.000,0.145,9.693,81.73
910,IssueCBDC,adaptive,static_hybrid,328,False,4.778,0.090,915.913,0.235,0.939,0.611,1.653,0.346,2.610,1.663,2.520,4.183,2.121,1.502,0.000,0.160,10.577,82.82
911,Transfer,adaptive,ml_optimized,187,True,224.771,0.602,61.631,0.342,0.928,0.425,1.454,0.299,2.178,1.283,3.816,5.099,237.380,1.373,-0.549,4.404,249.886,85.59
912,Transfer,adaptive,static_hybrid,260,False,2.731,0.117,831.375,0.210,0.969,0.435,1.647,0.347,2.429,1.498,2.406,3.904,1.647,1.531,0.000,0.144,9.654,82.95
913,IssueCBDC,adaptive,static_hybrid,306,False,5.344,0.069,1056.404,0.473,0.883,0.605,1.705,0.343,2.653,1.598,2.482,4.080,2.233,1.450,0.000,0.161,10.577,81.64
914,Transfer,adaptive,static_hybrid,216,False,3.075,0.033,884.551,0.504,0.941,0.435,1.712,0.346,2.493,1.383,2.328,3.711,1.615,1.504,0.000,0.141,9.464,81.48
915,IssueCBDC,adaptive,static_hybrid,415,False,4.203,0.160,674.499,0.193,0.959,0.614,1.643,0.347,2.604,1.884,2.670,4.554,2.075,1.522,0.000,0.166,10.921,83.04
916,IssueCBDC,adaptive,static_hybrid,310,False,2.224,0.085,835.147,0.297,0.923,0.610,1.666,0.345,2.621,1.615,2.490,4.104,1.475,1.488,0.000,0.148,9.835,82.51
917,IssueCBDC,adaptive,static_hybrid,233,False,4.742,0.096,1117.876,0.463,0.955,0.613,1.703,0.346,2.663,1.428,2.359,3.787,2.120,1.518,0.000,0.154,10.243,81.68
918,Transfer,adaptive,static_hybrid,258,False,6.042,0.092,864.563,0.142,0.857,0.435,1.632,0.341,2.409,1.473,2.401,3.874,2.439,1.426,0.000,0.157,10.305,83.29
919,Transfer,adaptive,ml_optimized,184,True,300.000,0.863,68.064,0.401,0.910,0.425,1.466,0.299,2.189,1.272,3.820,5.092,314.176,1.357,-0.549,5.786,328.052,84.64
920,Transfer,adaptive,static_hybrid,199,False,4.513,0.118,872.976,0.162,0.964,0.435,1.636,0.347,2.418,1.345,2.302,3.646,2.094,1.526,0.000,0.147,9.832,83.19
921,IssueCBDC,adaptive,static_hybrid,291,False,3.619,0.137,884.317,0.314,0.864,0.603,1.670,0.342,2.614,1.557,2.459,4.015,1.897,1.432,0.000,0.153,10.113,82.43
922,Transfer,adaptive,ml_optimized,246,True,232.138,0.794,70.010,0.355,0.859,0.425,1.457,0.296,2.178,1.418,3.901,5.319,245.904,1.313,-0.559,4.561,258.717,85.04
923,SettleCrossBorder,adaptive,ml_optimized,310,True,161.147,1.586,75.025,0.602,0.873,0.519,1.504,0.297,2.320,1.580,4.122,5.703,179.664,1.325,-0.594,3.378,191.797,81.82
924,Transfer,adaptive,static_hybrid,242,False,3.731,0.054,799.501,0.152,0.985,0.435,1.634,0.348,2.417,1.456,2.373,3.829,1.809,1.546,0.000,0.145,9.746,83.24
925,Transfer,adaptive,static_hybrid,248,False,4.646,0.007,857.031,0.428,0.898,0.435,1.695,0.344,2.474,1.455,2.382,3.837,1.971,1.464,0.000,0.149,9.895,81.86
926,Transfer,adaptive,static_hybrid,261,False,4.278,0.024,993.709,0.145,1.000,0.435,1.633,0.349,2.417,1.506,2.404,3.911,1.904,1.560,0.000,0.148,9.939,83.27
927,IssueCBDC,adaptive,static_hybrid,362,False,3.276,0.109,686.206,0.267,0.974,0.616,1.660,0.347,2.623,1.754,2.579,4.333,1.772,1.536,0.000,0.157,10.420,82.67
928,Transfer,adaptive,ml_optimized,244,True,153.980,1.358,23.302,0.590,0.919,0.425,1.502,0.299,2.226,1.424,4.279,5.703,171.833,1.365,-0.589,3.236,183.775,82.45
929,Transfer,adaptive,static_hybrid,232,False,3.982,0.002,850.845,0.379,1.000,0.435,1.685,0.349,2.468,1.434,2.354,3.788,1.798,1.560,0.000,0.145,9.760,82.10
930,SettleCrossBorder,adaptive,ml_optimized,329,True,238.831,1.253,66.013,0.372,0.988,0.519,1.460,0.302,2.281,1.649,4.149,5.797,255.347,1.425,-0.602,4.742,268.990,83.81
931,SettleCrossBorder,adaptive,ml_optimized,524,True,228.646,0.926,47.867,0.652,0.919,0.519,1.514,0.299,2.332,2.124,4.530,6.654,243.199,1.365,-0.654,4.539,257.435,83.23
932,IssueCBDC,adaptive,static_hybrid,235,False,5.035,0.069,796.810,0.535,0.869,0.603,1.719,0.342,2.664,1.417,2.362,3.779,2.156,1.436,0.000,0.155,10.190,81.32
933,Transfer,adaptive,ml_optimized,256,True,251.685,1.372,48.995,0.674,0.971,0.425,1.518,0.301,2.244,1.463,4.148,5.611,268.916,1.410,-0.587,4.982,282.577,82.00
934,Transfer,adaptive,static_hybrid,279,False,2.999,0.154,816.726,0.116,0.981,0.435,1.626,0.348,2.409,1.548,2.439,3.987,1.766,1.542,0.000,0.147,9.851,83.42
935,Transfer,adaptive,ml_optimized,275,True,233.720,0.510,61.277,0.551,0.976,0.425,1.494,0.301,2.221,1.512,3.952,5.463,245.782,1.415,-0.576,4.562,258.867,84.77
936,Transfer,adaptive,ml_optimized,239,True,253.860,1.008,54.218,0.409,0.900,0.425,1.467,0.298,2.190,1.408,4.022,5.430,268.909,1.348,-0.568,4.978,282.287,84.23
937,Transfer,adaptive,static_hybrid,167,False,5.104,0.003,748.019,0.182,0.995,0.435,1.641,0.348,2.425,1.270,2.244,3.514,2.080,1.555,0.000,0.144,9.718,83.09
938,Transfer,adaptive,ml_optimized,262,True,214.071,1.214,17.218,0.571,0.886,0.425,1.498,0.297,2.220,1.463,4.321,5.783,231.973,1.336,-0.591,4.320,245.041,82.91
939,Transfer,adaptive,static_hybrid,208,False,3.494,0.139,830.139,0.382,0.963,0.435,1.685,0.347,2.467,1.367,2.318,3.685,1.868,1.525,0.000,0.144,9.689,82.09
940,SettleCrossBorder,adaptive,ml_optimized,429,True,237.512,1.211,47.203,0.499,0.909,0.519,1.484,0.298,2.302,1.885,4.424,6.309,253.777,1.357,-0.631,4.723,267.837,83.28
941,SettleCrossBorder,adaptive,ml_optimized,449,True,181.515,0.500,42.612,0.351,1.000,0.519,1.456,0.302,2.278,1.951,4.358,6.309,193.515,1.435,-0.632,3.638,206.542,85.80
942,IssueCBDC,adaptive,static_hybrid,259,False,3.079,0.054,649.111,0.332,1.000,0.619,1.674,0.349,2.641,1.501,2.402,3.903,1.646,1.560,0.000,0.147,9.898,82.34
943,IssueCBDC,adaptive,static_hybrid,238,False,3.550,0.000,911.792,0.582,0.963,0.614,1.729,0.347,2.690,1.442,2.365,3.807,1.688,1.526,0.000,0.147,9.858,81.09
944,Transfer,adaptive,static_hybrid,163,False,4.910,0.061,874.056,0.315,1.000,0.435,1.670,0.349,2.454,1.261,2.239,3.500,2.112,1.560,0.000,0.145,9.772,82.42
945,SettleCrossBorder,adaptive,ml_optimized,466,True,176.563,1.300,39.535,0.549,1.000,0.519,1.494,0.302,2.316,1.993,4.549,6.542,193.362,1.435,-0.650,3.640,206.645,82.81
946,IssueCBDC,adaptive,static_hybrid,299,False,4.951,0.034,1055.306,0.257,1.000,0.619,1.658,0.349,2.625,1.601,2.469,4.070,2.086,1.560,0.000,0.158,10.499,82.72
947,IssueCBDC,adaptive,static_hybrid,340,False,3.803,0.127,913.867,0.337,0.932,0.611,1.675,0.345,2.631,1.691,2.542,4.233,1.928,1.496,0.000,0.158,10.447,82.32
948,SettleCrossBorder,adaptive,ml_optimized,419,True,185.485,0.899,61.614,0.500,1.000,0.519,1.485,0.302,2.306,1.876,4.265,6.140,199.881,1.435,-0.625,3.750,212.888,84.05
949,SettleCrossBorder,adaptive,ml_optimized,461,True,229.645,1.412,69.899,0.553,0.937,0.519,1.495,0.300,2.314,1.970,4.378,6.348,247.115,1.381,-0.635,4.604,261.127,82.51
950,SettleCrossBorder,adaptive,ml_optimized,517,True,174.238,0.529,26.699,0.304,1.000,0.519,1.447,0.302,2.269,2.121,4.574,6.695,186.606,1.435,-0.655,3.520,199.870,85.96
951,Transfer,adaptive,ml_optimized,268,True,185.874,1.204,29.694,0.621,1.000,0.425,1.508,0.302,2.235,1.498,4.254,5.752,202.095,1.435,-0.596,3.781,214.704,82.68
952,Transfer,adaptive,ml_optimized,237,True,188.517,0.500,72.201,0.459,1.000,0.425,1.477,0.302,2.204,1.421,3.820,5.241,200.517,1.435,-0.563,3.743,212.578,85.26
953,Transfer,adaptive,static_hybrid,156,False,3.121,0.086,917.816,0.260,0.911,0.435,1.658,0.344,2.438,1.228,2.228,3.455,1.701,1.476,0.000,0.137,9.206,82.70
954,Transfer,adaptive,static_hybrid,315,False,4.960,0.062,726.989,0.576,1.000,0.435,1.728,0.349,2.512,1.641,2.497,4.138,2.126,1.560,0.000,0.158,10.495,81.12
955,Transfer,adaptive,static_hybrid,201,False,4.361,0.089,766.429,0.362,1.000,0.435,1.681,0.349,2.465,1.356,2.304,3.660,2.015,1.560,0.000,0.147,9.847,82.19
956,Transfer,adaptive,static_hybrid,246,False,5.981,0.139,740.301,0.310,0.983,0.435,1.669,0.348,2.452,1.466,2.382,3.848,2.490,1.544,0.000,0.158,10.492,82.45
957,Transfer,adaptive,ml_optimized,307,True,186.154,0.702,38.725,0.599,0.926,0.425,1.504,0.299,2.227,1.583,4.176,5.758,199.368,1.371,-0.592,3.732,211.865,84.05
958,Transfer,adaptive,static_hybrid,220,False,2.559,0.211,1033.403,0.175,0.985,0.435,1.639,0.348,2.423,1.401,2.340,3.741,1.735,1.546,0.000,0.142,9.587,83.12
959,IssueCBDC,adaptive,static_hybrid,308,False,4.355,0.062,970.382,0.325,1.000,0.619,1.673,0.349,2.640,1.624,2.485,4.109,1.975,1.560,0.000,0.157,10.441,82.37
960,IssueCBDC,adaptive,static_hybrid,344,False,1.240,0.121,918.979,0.373,0.945,0.612,1.683,0.346,2.641,1.704,2.548,4.252,1.280,1.508,0.000,0.147,9.829,82.13
961,Transfer,adaptive,ml_optimized,227,True,300.000,0.746,42.287,0.748,0.997,0.425,1.532,0.302,2.259,1.395,4.026,5.422,313.474,1.433,-0.578,5.781,327.791,83.19
962,SettleCrossBorder,adaptive,ml_optimized,456,True,179.615,0.500,27.200,0.562,1.000,0.519,1.496,0.302,2.318,1.968,4.462,6.430,191.735,1.435,-0.643,3.609,204.884,84.74
963,IssueCBDC,adaptive,static_hybrid,392,False,4.523,0.127,921.520,0.523,1.000,0.619,1.716,0.349,2.684,1.834,2.630,4.464,2.109,1.560,0.000,0.167,10.983,81.39
964,Transfer,adaptive,ml_optimized,231,True,125.476,0.500,81.750,0.625,1.000,0.425,1.509,0.302,2.236,1.406,3.752,5.158,137.476,1.435,-0.560,2.608,148.353,84.43
965,Transfer,adaptive,static_hybrid,213,False,4.027,0.000,955.348,0.245,0.993,0.435,1.655,0.348,2.438,1.385,2.322,3.707,1.807,1.554,0.000,0.143,9.649,82.78
966,Transfer,adaptive,static_hybrid,328,False,3.468,0.102,789.262,0.306,1.000,0.435,1.668,0.349,2.452,1.674,2.521,4.194,1.810,1.560,0.000,0.152,10.169,82.47
967,Transfer,adaptive,static_hybrid,251,False,5.065,0.082,865.978,0.519,1.000,0.435,1.715,0.349,2.499,1.481,2.389,3.870,2.181,1.560,0.000,0.154,10.265,81.40
968,Transfer,adaptive,ml_optimized,161,True,237.704,0.827,55.338,0.710,1.000,0.425,1.525,0.302,2.252,1.231,3.850,5.081,251.665,1.435,-0.557,4.662,264.538,83.18
969,Transfer,adaptive,static_hybrid,168,False,4.818,0.078,927.422,0.501,1.000,0.435,1.711,0.349,2.495,1.274,2.248,3.522,2.114,1.560,0.000,0.146,9.837,81.50
970,IssueCBDC,adaptive,static_hybrid,435,False,2.016,0.000,969.849,0.150,1.000,0.619,1.634,0.349,2.601,1.941,2.700,4.641,1.304,1.560,0.000,0.154,10.260,83.25
971,Transfer,adaptive,static_hybrid,113,False,4.452,0.000,785.085,0.202,0.956,0.435,1.645,0.346,2.427,1.128,2.152,3.280,1.913,1.519,0.000,0.137,9.276,82.99
972,Transfer,adaptive,static_hybrid,265,False,3.782,0.073,778.851,0.471,0.964,0.435,1.705,0.347,2.487,1.510,2.413,3.922,1.848,1.526,0.000,0.149,9.932,81.64
973,Transfer,adaptive,static_hybrid,188,False,3.488,0.109,930.705,0.490,1.000,0.435,1.709,0.349,2.493,1.324,2.283,3.606,1.824,1.560,0.000,0.143,9.626,81.55
974,SettleCrossBorder,adaptive,ml_optimized,311,True,180.522,0.796,68.212,0.352,1.000,0.519,1.456,0.302,2.278,1.606,4.023,5.629,194.299,1.435,-0.592,3.640,206.689,85.05
975,Transfer,adaptive,ml_optimized,164,True,180.664,2.000,62.547,0.495,1.000,0.425,1.484,0.302,2.211,1.238,4.024,5.262,201.664,1.435,-0.564,3.764,213.772,81.32
976,IssueCBDC,adaptive,static_hybrid,362,False,6.491,0.136,1012.351,0.554,1.000,0.619,1.723,0.349,2.691,1.759,2.579,4.338,2.614,1.560,0.000,0.174,11.376,81.23
977,IssueCBDC,adaptive,static_hybrid,286,False,4.689,0.082,700.508,0.597,1.000,0.619,1.733,0.349,2.700,1.569,2.449,4.017,2.087,1.560,0.000,0.158,10.523,81.02
978,Transfer,adaptive,static_hybrid,234,False,4.985,0.149,920.340,0.356,0.979,0.435,1.679,0.348,2.462,1.435,2.362,3.797,2.255,1.540,0.000,0.153,10.207,82.22
979,SettleCrossBorder,adaptive,ml_optimized,214,True,223.635,1.308,39.063,0.434,1.000,0.519,1.472,0.302,2.293,1.363,4.125,5.488,240.482,1.435,-0.585,4.469,253.583,83.36
980,SettleCrossBorder,adaptive,ml_optimized,386,True,166.925,1.564,36.818,0.500,0.989,0.519,1.485,0.302,2.306,1.791,4.477,6.268,185.309,1.426,-0.632,3.490,198.167,82.39
981,IssueCBDC,adaptive,static_hybrid,378,False,3.114,0.000,826.738,0.256,1.000,0.619,1.657,0.349,2.625,1.799,2.603,4.401,1.579,1.560,0.000,0.155,10.319,82.72
982,SettleCrossBorder,adaptive,ml_optimized,291,True,107.081,1.171,18.515,0.604,1.000,0.519,1.505,0.302,2.326,1.556,4.354,5.910,124.530,1.435,-0.612,2.390,135.979,82.85
